member_id,R,F,M,r_grade,f_grade,m_grade
2021659916@k,240,1,38700.0,2,1,1
2021726512@k,2,3,57900.0,4,3,2
2021732234@k,23,2,107471.0,4,2,3
20219368@n,300,1,34400.0,1,1,1
2022159592@k,61,3,96402.0,4,3,2
2022186217@k,47,2,73194.0,4,2,2
2022234906@k,315,1,11400.0,1,1,1
2022319504@k,359,1,15900.0,1,1,1
20224220@n,269,1,40800.0,2,1,1
2022576501@k,42,2,67400.0,4,2,2
2022599929@k,248,1,36900.0,2,1,1
2022600095@k,332,1,15800.0,1,1,1
2022636074@k,76,1,31300.0,4,1,1
2022679950@k,244,1,31176.0,2,1,1
2022711443@k,2,4,134930.0,4,3,3
2022719456@k,262,1,42500.0,2,1,1
2022728400@k,337,1,35900.0,1,1,1
2022747892@k,254,1,33400.0,2,1,1
2022752583@k,12,1,41900.0,4,1,1
2022832733@k,113,1,84500.0,3,1,2
2022978211@k,281,1,36630.0,1,1,1
2022998457@k,301,1,46002.0,1,1,1
2023032147@k,293,1,15900.0,1,1,1
2023072432@g,212,1,229000.0,2,1,4
2023131971@k,161,1,16900.0,3,1,1
2023255099@k,26,1,9900.0,4,1,1
2023337406@k,322,1,36900.0,1,1,1
2023350719@k,168,2,80489.0,3,2,2
2023352921@k,57,4,128470.0,4,3,3
2023355690@k,75,1,33400.0,4,1,1
2023358030@k,190,3,250131.0,2,3,4
2023359573@k,318,1,36900.0,1,1,1
2023361711@k,278,1,38800.0,1,1,1
2023364160@k,6,1,14900.0,4,1,1
2023366066@k,53,2,74111.0,4,2,2
2023371415@k,250,1,34300.0,2,1,1
2023378584@k,248,1,38700.0,2,1,1
2023386107@k,351,1,45403.0,1,1,1
2023393707@k,155,1,40056.0,3,1,1
2023400322@k,289,1,33010.0,1,1,1
2023402166@k,75,2,87400.0,4,2,2
2023421129@k,300,1,35500.0,1,1,1
2023425631@k,349,1,38900.0,1,1,1
2023442072@k,235,1,27900.0,2,1,1
2023449564@k,266,1,43600.0,2,1,1
2023451059@k,16,3,113600.0,4,3,3
2023472810@k,166,1,41900.0,3,1,1
2023481570@k,89,1,20950.0,3,1,1
2023484164@k,227,1,40700.0,2,1,1
2023487801@k,64,3,159785.0,4,3,3
2023488042@k,197,1,39302.0,2,1,1
2023522578@k,239,1,25900.0,2,1,1
2023556184@k,149,2,92189.0,3,2,2
2023565023@k,100,1,38900.0,3,1,1
2023580767@k,342,1,42879.0,1,1,1
2023589417@k,272,1,31900.0,2,1,1
2023589483@k,75,1,33400.0,4,1,1
2023616021@k,107,1,35086.0,3,1,1
2023625020@k,281,1,31900.0,1,1,1
2023636225@k,26,2,99920.0,4,2,2
2023649851@k,58,2,147076.0,4,2,3
2023674183@k,217,1,45205.0,2,1,1
2023676712@k,348,1,38700.0,1,1,1
2023677824@k,349,1,36900.0,1,1,1
2023696806@k,30,2,80600.0,4,2,2
2023777292@k,293,1,38700.0,1,1,1
2023780875@k,159,1,30700.0,3,1,1
2023792549@k,43,1,13900.0,4,1,1
2023811517@k,110,1,21000.0,3,1,1
2023841623@k,295,1,38700.0,1,1,1
2023847028@k,23,3,151419.0,4,3,3
2023847731@k,75,1,111019.0,4,1,3
2023858954@k,183,1,41900.0,2,1,1
2023893753@k,223,1,40733.0,2,1,1
2023899012@k,108,1,114131.0,3,1,3
2023904378@k,59,1,114500.0,4,1,3
2023955849@k,211,2,70492.0,2,2,2
2023967994@k,279,1,27198.0,1,1,1
2023985526@k,207,2,158476.0,2,2,3
2023989088@k,87,1,20950.0,4,1,1
2023989152@k,12,2,76463.0,4,2,2
2023998754@k,84,4,127391.0,4,3,3
2024001691@k,230,1,29700.0,2,1,1
2024016446@k,9,2,85100.0,4,2,2
2024019128@k,84,1,33050.0,4,1,1
2024021968@k,114,2,81086.0,3,2,2
2024046620@k,210,1,32000.0,2,1,1
2024048967@k,58,2,78179.0,4,2,2
2024049234@k,180,2,72480.0,2,2,2
2024055055@k,154,2,75506.0,3,2,2
2024068557@k,330,1,46900.0,1,1,1
2024078341@k,353,1,38700.0,1,1,1
2024079688@k,271,1,17400.0,2,1,1
2024095562@k,334,1,38700.0,1,1,1
2024112373@k,278,1,32000.0,1,1,1
2024126058@k,216,2,161336.0,2,2,3
2024129315@k,204,1,34700.0,2,1,1
2024158646@k,210,1,36000.0,2,1,1
2024162261@k,112,3,109526.0,3,3,3
2024166541@k,38,3,109756.0,4,3,3
2024173263@k,157,1,46800.0,3,1,1
2024176289@k,131,1,27499.0,3,1,1
2024177638@k,207,1,115000.0,2,1,3
2024180113@k,92,2,75600.0,3,2,2
2024228747@k,311,1,30900.0,1,1,1
2024232080@k,217,2,71414.0,2,2,2
2024242841@k,76,2,74309.0,4,2,2
2024253595@k,119,2,65900.0,3,2,2
2024263603@k,207,1,34929.0,2,1,1
2024298561@k,266,2,31900.0,2,2,1
2024385511@k,61,2,66000.0,4,2,2
2024385713@k,103,2,143400.0,3,2,3
2024392126@k,202,2,99178.0,2,2,2
2024394933@k,322,1,17400.0,1,1,1
2024416661@k,348,1,38900.0,1,1,1
2024419357@k,356,1,29500.0,1,1,1
2024426131@k,75,1,144800.0,4,1,3
2024440980@k,348,1,36500.0,1,1,1
2024446506@k,304,1,35233.0,1,1,1
2024449779@k,150,1,41900.0,3,1,1
2024450325@k,187,1,41900.0,2,1,1
2024454828@k,236,1,36400.0,2,1,1
2024465608@k,200,1,59986.0,2,1,2
2024467617@k,172,1,31800.0,3,1,1
2024482241@k,267,1,19756.0,2,1,1
2024486109@k,105,1,114500.0,3,1,3
2024497738@k,130,1,15733.0,3,1,1
2024506638@k,46,2,69171.0,4,2,2
2024507867@k,267,1,35010.0,2,1,1
2024512431@k,291,1,31500.0,1,1,1
2024514196@k,340,1,35900.0,1,1,1
2024522312@k,238,1,49900.0,2,1,1
2024550447@k,350,1,33999.0,1,1,1
2024573342@k,64,1,31503.0,4,1,1
2024611538@k,15,5,175133.0,4,4,3
2024642404@k,216,2,72080.0,2,2,2
2024708350@k,99,2,92100.0,3,2,2
2024750958@k,299,1,36900.0,1,1,1
2024770258@k,23,1,50700.0,4,1,1
2024783009@k,309,1,36630.0,1,1,1
2024796172@k,58,3,94799.0,4,3,2
2024822758@k,133,1,41000.0,3,1,1
2024831769@k,131,1,29747.0,3,1,1
2024858163@k,204,1,36000.0,2,1,1
2024882667@k,215,1,34200.0,2,1,1
2024966672@k,247,1,39056.0,2,1,1
2024987259@k,353,1,36500.0,1,1,1
20250985@n,276,1,31800.0,1,1,1
2025104143@k,201,1,46900.0,2,1,1
2025167400@k,46,1,29900.0,4,1,1
2025211900@k,111,1,113186.0,3,1,3
2025283010@k,239,1,40700.0,2,1,1
2025315164@k,358,1,40700.0,1,1,1
2025317202@k,338,1,38700.0,1,1,1
2025333946@k,354,1,13900.0,1,1,1
2025344525@k,76,1,30400.0,4,1,1
2025361143@k,294,1,17400.0,1,1,1
2025365311@k,355,1,38700.0,1,1,1
2025366957@k,234,1,31769.0,2,1,1
2025422776@k,84,1,38900.0,4,1,1
2025429202@k,63,2,71305.0,4,2,2
20254326@n,317,1,47300.0,1,1,1
2025438041@k,338,2,87532.0,1,2,2
2025444395@k,76,1,168300.0,4,1,3
2025450262@k,176,1,41000.0,3,1,1
2025458697@k,312,2,58700.0,1,2,2
2025469432@k,133,1,28796.0,3,1,1
2025475777@k,7,1,17900.0,4,1,1
2025482364@k,335,1,44300.0,1,1,1
2025486499@k,217,1,113235.0,2,1,3
2025487819@k,204,1,78036.0,2,1,2
2025489951@k,267,1,39800.0,2,1,1
2025516237@k,58,1,66800.0,4,1,2
2025537173@k,216,1,36000.0,2,1,1
2025608030@k,280,1,32400.0,1,1,1
2025626691@k,115,1,37000.0,3,1,1
2025627091@k,287,1,34912.0,1,1,1
2025627678@k,279,1,31900.0,1,1,1
2025679634@k,59,4,134444.0,4,3,3
2025691915@k,66,2,70716.0,4,2,2
2025766553@k,276,1,44910.0,1,1,1
2025772466@k,253,2,72710.0,2,2,2
2025809504@k,308,1,112435.0,1,1,3
2025810536@k,97,1,13900.0,3,1,1
2025825850@k,65,3,274800.0,4,3,4
2025839655@k,66,1,110319.0,4,1,3
2025862000@k,204,1,31306.0,2,1,1
2025889229@k,105,2,73408.0,3,2,2
2025910079@k,277,1,40300.0,1,1,1
2025915655@k,233,1,40700.0,2,1,1
2025974848@k,223,1,18800.0,2,1,1
2025991240@k,164,1,41900.0,3,1,1
2026089851@k,40,2,55229.0,4,2,2
2026124264@k,192,1,41700.0,2,1,1
2026174503@k,169,3,96071.0,3,3,2
2026187229@k,120,2,67321.0,3,2,2
2026304471@k,146,1,108600.0,3,1,3
2026351150@k,323,1,37473.0,1,1,1
2026450015@k,128,2,77482.0,3,2,2
2026482273@k,185,2,69472.0,2,2,2
2026514481@k,351,1,30300.0,1,1,1
2026553429@k,174,3,45700.0,3,3,1
2026558014@k,215,1,36000.0,2,1,1
2026599485@k,318,1,34603.0,1,1,1
2026728386@k,343,1,42642.0,1,1,1
2026772266@k,120,3,116396.0,3,3,3
2026778301@k,155,4,531654.0,3,3,4
2026781116@k,84,1,37400.0,4,1,1
2026783571@k,108,2,86991.0,3,2,2
2026799230@k,85,1,20500.0,4,1,1
2026828319@k,341,1,36900.0,1,1,1
2026844650@k,197,1,15500.0,2,1,1
2026845609@k,119,1,51235.0,3,1,1
2026846348@k,110,1,37000.0,3,1,1
2026876186@k,303,1,40700.0,1,1,1
2026915217@k,345,1,26750.0,1,1,1
2026926756@k,307,1,43600.0,1,1,1
2026951742@k,168,1,13886.0,3,1,1
2026958055@k,7,1,53000.0,4,1,2
2027005102@k,113,1,9740.0,3,1,1
2027039161@k,303,1,36900.0,1,1,1
2027105220@k,38,1,41900.0,4,1,1
2027202147@k,15,2,73666.0,4,2,2
2027282474@k,105,2,27836.0,3,2,1
2027345541@k,227,1,37586.0,2,1,1
2027487517@k,258,1,15900.0,2,1,1
20277182@n,70,2,53800.0,4,2,2
2027744477@k,15,1,34900.0,4,1,1
2027801385@k,206,1,36000.0,2,1,1
2027826659@k,327,1,34512.0,1,1,1
2027928614@k,321,1,34400.0,1,1,1
2027954162@k,103,2,107000.0,3,2,3
2028013590@k,204,1,45733.0,2,1,1
2028064236@k,245,1,35500.0,2,1,1
2028078329@k,284,1,38700.0,1,1,1
2028136848@k,363,1,15900.0,1,1,1
2028151994@k,60,1,33400.0,4,1,1
2028211162@k,285,1,36400.0,1,1,1
2028233811@k,243,1,36500.0,2,1,1
2028244129@k,26,2,75900.0,4,2,2
2028244357@k,66,1,26226.0,4,1,1
2028264133@k,15,1,39900.0,4,1,1
2028289857@k,113,2,258669.0,3,2,4
2028306737@k,225,1,43900.0,2,1,1
2028307046@k,73,2,78851.0,4,2,2
2028322891@k,356,1,36900.0,1,1,1
2028371882@k,289,1,75800.0,1,1,2
2028444382@k,69,2,85019.0,4,2,2
2028464207@k,216,1,36000.0,2,1,1
2028467661@k,64,1,113863.0,4,1,3
2028515244@k,294,1,45200.0,1,1,1
2028526286@k,197,2,76482.0,2,2,2
20285287@n,50,4,200493.0,4,3,4
2028576705@k,0,1,36100.0,4,1,1
2028577681@k,63,1,31073.0,4,1,1
2028605209@k,86,1,31403.0,4,1,1
2028676394@k,203,2,58388.0,2,2,2
2028678964@k,278,1,38500.0,1,1,1
2028704658@k,226,1,35900.0,2,1,1
2028774853@k,71,1,59315.0,4,1,2
2028808929@k,3,2,50837.0,4,2,1
2028898505@k,61,2,65842.0,4,2,2
2028917181@k,155,1,37100.0,3,1,1
2028932684@k,194,1,13900.0,2,1,1
2028935537@k,332,1,38700.0,1,1,1
2028964018@k,104,1,40118.0,3,1,1
2029078439@k,63,4,259814.0,4,3,4
2029102987@k,274,1,38800.0,2,1,1
2029188658@k,59,1,15700.0,4,1,1
2029306858@k,337,1,30900.0,1,1,1
2029317281@k,267,1,38800.0,2,1,1
2029364361@k,232,1,40700.0,2,1,1
2029378189@k,243,1,28386.0,2,1,1
2029439455@k,359,1,38700.0,1,1,1
2029474352@k,357,1,36900.0,1,1,1
2029509847@k,362,1,34473.0,1,1,1
2029571465@k,127,1,41900.0,3,1,1
2029627286@k,257,2,95912.0,2,2,2
2029639685@k,105,2,73378.0,3,2,2
2029662485@k,351,1,28186.0,1,1,1
2029665683@k,332,1,34941.0,1,1,1
2029703188@k,343,1,9900.0,1,1,1
2029740636@k,69,2,57581.0,4,2,2
2029769141@k,12,1,17900.0,4,1,1
2029916906@k,299,1,38700.0,1,1,1
2029958834@k,350,1,35900.0,1,1,1
2030105600@k,189,2,74520.0,2,2,2
2030105673@k,75,2,72500.0,4,2,2
2030140873@k,295,1,39539.0,1,1,1
2030172558@k,155,1,27900.0,3,1,1
2030195842@k,349,1,36540.0,1,1,1
2030253933@k,65,1,25902.0,4,1,1
2030264762@k,127,2,68786.0,3,2,2
2030275638@k,166,3,146524.0,3,3,3
2030392833@k,320,1,38700.0,1,1,1
2030398050@k,359,1,35016.0,1,1,1
2030403831@k,52,1,40679.0,4,1,1
2030479152@k,94,1,51216.0,3,1,1
2030526114@k,113,1,48600.0,3,1,1
2030530430@k,347,1,40700.0,1,1,1
2030542970@k,66,1,59349.0,4,1,2
2030556133@k,273,1,17400.0,2,1,1
2030587848@k,100,1,5706.0,3,1,1
2030652045@k,157,1,79600.0,3,1,2
2030658252@k,159,1,34074.0,3,1,1
2030690223@k,345,1,35700.0,1,1,1
2030697379@k,194,2,81771.0,2,2,2
2030721200@k,216,1,33400.0,2,1,1
2030725517@k,25,1,10900.0,4,1,1
2030728754@k,187,1,131061.0,2,1,3
2030741306@k,139,1,32900.0,3,1,1
2030787793@k,294,1,30900.0,1,1,1
2030788551@k,120,1,16900.0,3,1,1
2030793323@k,59,2,69879.0,4,2,2
2030803413@k,10,1,41900.0,4,1,1
2030804305@k,236,1,37697.0,2,1,1
2030819538@k,298,1,147759.0,1,1,3
2030867415@k,131,1,40835.0,3,1,1
2030874293@k,23,3,182239.0,4,3,3
2030897967@k,50,2,80100.0,4,2,2
2030902992@k,274,1,30900.0,2,1,1
2030915895@k,345,1,26800.0,1,1,1
2030923482@k,91,3,101610.0,3,3,2
2030941486@k,83,1,30633.0,4,1,1
2030946375@k,18,3,113030.0,4,3,3
2030950414@k,30,8,154187.0,4,4,3
2030992971@k,246,1,38786.0,2,1,1
2031041753@k,294,1,33378.0,1,1,1
2031072908@k,113,1,34936.0,3,1,1
2031134751@k,76,2,73216.0,4,2,2
2031184113@k,234,1,38900.0,2,1,1
2031220320@k,343,1,34500.0,1,1,1
2031225833@k,241,3,190661.0,2,3,3
2031277081@k,103,1,40800.0,3,1,1
2031277744@k,205,1,33433.0,2,1,1
2031290166@k,307,1,30900.0,1,1,1
2031354276@k,204,1,36000.0,2,1,1
2031402418@k,112,1,12700.0,3,1,1
2031459991@k,265,1,34500.0,2,1,1
2031471165@k,355,1,37641.0,1,1,1
2031509724@k,249,1,36900.0,2,1,1
2031516106@k,206,3,152806.0,2,3,3
2031524825@k,185,1,50700.0,2,1,1
2031593512@k,36,1,20950.0,4,1,1
2031780144@k,83,1,41900.0,4,1,1
2031788612@k,59,2,67523.0,4,2,2
20318212@n,71,1,75700.0,4,1,2
2031868914@k,52,4,150119.0,4,3,3
2031932195@k,170,2,80600.0,3,2,2
2032056976@k,68,2,67452.0,4,2,2
2032170535@k,117,1,12700.0,3,1,1
2032187203@k,322,1,113500.0,1,1,3
20321971@n,170,1,30800.0,3,1,1
2032199522@k,276,1,37173.0,1,1,1
2032221693@k,155,1,137000.0,3,1,3
2032259978@k,245,1,49886.0,2,1,1
2032269068@k,59,2,53979.0,4,2,2
2032287072@k,337,1,38700.0,1,1,1
2032287944@k,209,2,63844.0,2,2,2
2032430002@k,113,1,13900.0,3,1,1
2032441277@k,239,1,35900.0,2,1,1
2032442775@k,330,1,38700.0,1,1,1
2032478758@k,216,1,34116.0,2,1,1
2032501207@k,98,2,77443.0,3,2,2
2032501233@k,69,1,31356.0,4,1,1
2032520035@k,26,1,66700.0,4,1,2
2032521548@k,363,1,23000.0,1,1,1
2032687117@k,57,2,177008.0,4,2,3
2032691907@k,221,1,70300.0,2,1,2
2032749077@k,64,1,87700.0,4,1,2
2032806555@k,246,1,15900.0,2,1,1
20328216@n,79,1,40400.0,4,1,1
2032839798@k,201,2,69400.0,2,2,2
2032870202@k,62,2,66499.0,4,2,2
2033060957@k,66,1,26300.0,4,1,1
2033082639@k,282,1,38700.0,1,1,1
2033097866@k,204,1,36000.0,2,1,1
2033125130@k,208,1,101200.0,2,1,2
2033134630@k,81,1,9950.0,4,1,1
2033150788@k,76,2,127949.0,4,2,3
20331995@n,71,1,25200.0,4,1,1
2033260964@k,321,1,38700.0,1,1,1
2033267262@k,356,1,13900.0,1,1,1
2033275777@k,162,1,37400.0,3,1,1
2033332500@k,85,1,28300.0,4,1,1
2033348150@k,82,1,39449.0,4,1,1
2033348299@k,82,1,23900.0,4,1,1
2033511777@k,357,1,113500.0,1,1,3
2033597788@k,197,1,32300.0,2,1,1
2033627000@k,190,2,72542.0,2,2,2
2033722597@k,356,1,34400.0,1,1,1
2033752286@k,31,2,110022.0,4,2,3
2033777132@k,230,2,72630.0,2,2,2
2033793689@k,258,1,34400.0,2,1,1
2033800964@k,77,2,54482.0,4,2,2
2033806872@k,217,1,34926.0,2,1,1
2033847609@k,357,1,29600.0,1,1,1
2033862413@k,59,1,33400.0,4,1,1
2033876440@k,98,1,38900.0,3,1,1
2033900116@k,30,3,173935.0,4,3,3
2033901957@k,214,1,36000.0,2,1,1
2033908888@k,351,1,18500.0,1,1,1
2033914526@k,195,1,38900.0,2,1,1
2033964175@k,335,1,38700.0,1,1,1
2033993046@k,188,1,48300.0,2,1,1
2034048764@k,113,1,12700.0,3,1,1
2034088595@k,84,2,94221.0,4,2,2
20341462@n,77,2,84165.0,4,2,2
2034230785@k,129,2,81410.0,3,2,2
20343391@n,76,1,31400.0,4,1,1
2034344313@k,66,1,31400.0,4,1,1
2034349946@k,110,3,141000.0,3,3,3
2034399298@k,264,2,64713.0,2,2,2
2034422591@k,104,1,41900.0,3,1,1
2034469866@k,260,1,38700.0,2,1,1
2034486781@k,357,1,28500.0,1,1,1
2034515884@k,254,1,38700.0,2,1,1
2034529129@k,230,1,36713.0,2,1,1
2034541022@k,177,2,69400.0,3,2,2
2034545647@k,79,1,38900.0,4,1,1
2034585456@k,259,1,38700.0,2,1,1
2034590885@k,313,1,40700.0,1,1,1
2034609516@k,320,1,37400.0,1,1,1
2034890352@k,124,2,188900.0,3,2,3
2034902490@k,277,1,38800.0,1,1,1
2034911278@k,57,1,110900.0,4,1,3
2034911745@k,231,2,140392.0,2,2,3
20349550@n,279,1,38800.0,1,1,1
2035119190@k,127,1,30300.0,3,1,1
2035138650@k,118,3,88917.0,3,3,2
2035144474@k,56,1,17900.0,4,1,1
2035151459@k,330,1,43600.0,1,1,1
2035165006@k,168,1,12439.0,3,1,1
2035190581@k,335,1,30900.0,1,1,1
2035237192@k,80,1,74000.0,4,1,2
2035253940@k,19,3,113381.0,4,3,3
203525695@n,54,2,35800.0,4,2,1
2035280540@k,351,1,41300.0,1,1,1
2035413173@k,155,1,13400.0,3,1,1
2035451181@k,203,1,50986.0,2,1,1
2035555704@k,226,1,40700.0,2,1,1
20355587@n,77,1,40900.0,4,1,1
2035577667@k,297,1,32760.0,1,1,1
2035583950@k,204,1,33000.0,2,1,1
2035629421@k,322,1,38700.0,1,1,1
2035647054@k,337,1,15895.0,1,1,1
2035718836@k,113,1,11419.0,3,1,1
2035736103@k,233,1,36378.0,2,1,1
2035817592@k,226,1,40700.0,2,1,1
2035825965@k,104,1,39800.0,3,1,1
2035827510@k,272,2,45510.0,2,2,1
2035852291@k,64,3,93095.0,4,3,2
2035852721@k,204,1,46600.0,2,1,1
2035879483@k,204,1,63233.0,2,1,2
2035913297@k,85,1,38900.0,4,1,1
20359756@n,188,1,16900.0,2,1,1
2035996559@k,47,1,19729.0,4,1,1
2036126549@k,51,4,111157.0,4,3,3
2036179513@k,271,1,19445.0,2,1,1
2036192734@k,207,2,152893.0,2,2,3
2036288386@k,30,3,112300.0,4,3,3
2036326191@k,65,3,218401.0,4,3,4
2036339183@k,332,1,38700.0,1,1,1
2036422923@k,349,1,37700.0,1,1,1
2036435477@k,349,1,47900.0,1,1,1
2036449574@k,76,2,155300.0,4,2,3
2036506757@k,191,1,38900.0,2,1,1
2036601138@k,334,2,95307.0,1,2,2
2036619838@k,251,1,41800.0,2,1,1
2036626362@k,275,1,47290.0,1,1,1
2036650482@k,67,3,101640.0,4,3,2
2036699911@k,320,1,38700.0,1,1,1
2036705596@k,73,1,33400.0,4,1,1
2036718782@k,269,1,38700.0,2,1,1
2036774205@k,105,1,37000.0,3,1,1
2036787018@k,138,1,38900.0,3,1,1
2036787481@k,29,2,87361.0,4,2,2
2036798708@k,231,1,12012.0,2,1,1
2036805900@k,79,1,57186.0,4,1,2
2036813445@k,352,1,40300.0,1,1,1
2036828046@k,204,1,46900.0,2,1,1
2036844460@k,112,2,88100.0,3,2,2
2036871354@k,121,4,133954.0,3,3,3
2036953283@k,266,1,37540.0,2,1,1
2037012290@k,12,1,38900.0,4,1,1
2037043350@k,69,1,32350.0,4,1,1
2037065556@k,58,1,129400.0,4,1,3
2037088397@k,30,3,111754.0,4,3,3
2037239221@k,49,1,41900.0,4,1,1
2037258457@k,170,1,30303.0,3,1,1
2037266210@k,295,1,37800.0,1,1,1
2037291896@k,70,1,40900.0,4,1,1
2037374658@k,301,1,38700.0,1,1,1
2037418258@k,154,2,172836.0,3,2,3
2037477813@k,243,1,39400.0,2,1,1
2037523815@k,299,1,36900.0,1,1,1
2037537006@k,27,1,30900.0,4,1,1
2037562362@k,289,1,38800.0,1,1,1
2037564007@k,294,1,36500.0,1,1,1
2037564671@k,232,1,38500.0,2,1,1
2037569374@k,256,1,37326.0,2,1,1
2037602512@k,258,1,38700.0,2,1,1
2037633907@k,275,1,36000.0,1,1,1
2037663606@k,267,2,66181.0,2,2,2
2037684714@k,206,1,34200.0,2,1,1
2037718921@k,41,1,40400.0,4,1,1
2037762358@k,270,1,106539.0,2,1,3
2037793985@k,218,1,36000.0,2,1,1
2037926916@k,185,1,17900.0,2,1,1
2037953565@k,303,1,14400.0,1,1,1
2038108554@k,152,1,40400.0,3,1,1
203813654@n,337,1,36900.0,1,1,1
2038261528@k,76,1,38519.0,4,1,1
2038281665@k,250,1,49800.0,2,1,1
2038294747@k,289,1,36630.0,1,1,1
2038301804@k,325,1,36400.0,1,1,1
2038305642@k,204,1,46900.0,2,1,1
2038369451@k,76,1,30400.0,4,1,1
2038377677@k,318,1,40700.0,1,1,1
2038386065@k,217,1,34704.0,2,1,1
2038390616@k,154,2,34700.0,3,2,1
20384719@n,60,1,30500.0,4,1,1
2038472317@k,323,1,17400.0,1,1,1
2038494117@k,93,2,75471.0,3,2,2
2038511566@k,187,2,63820.0,2,2,2
2038522433@k,234,1,40700.0,2,1,1
2038545569@k,335,1,38700.0,1,1,1
2038646062@k,95,1,45382.0,3,1,1
2038708786@k,355,1,101970.0,1,1,2
2038834094@k,271,1,38700.0,2,1,1
2038838303@k,72,2,66848.0,4,2,2
2038860020@k,218,1,40700.0,2,1,1
2038888115@k,291,1,36900.0,1,1,1
2038921828@k,204,1,113956.0,2,1,3
2038984588@k,295,1,38700.0,1,1,1
2039039611@k,113,2,149400.0,3,2,3
2039040229@k,248,1,27735.0,2,1,1
2039121110@k,267,1,41800.0,2,1,1
2039220946@k,95,3,95801.0,3,3,2
2039246581@k,317,1,43600.0,1,1,1
2039249898@k,187,3,122297.0,2,3,3
20393997@n,139,1,109600.0,3,1,3
2039413835@k,355,1,28981.0,1,1,1
2039497474@k,70,1,56100.0,4,1,2
2039534862@k,157,2,111973.0,3,2,3
2039640597@k,140,2,85782.0,3,2,2
2039645728@k,142,2,91600.0,3,2,2
2039686983@k,349,1,34913.0,1,1,1
2039753811@k,217,1,43200.0,2,1,1
2039768090@k,352,1,29500.0,1,1,1
2039781755@k,118,1,48900.0,3,1,1
2039794911@k,6,1,37900.0,4,1,1
2039837188@k,216,1,35200.0,2,1,1
2039875592@k,262,1,36900.0,2,1,1
2039876040@k,126,1,39449.0,3,1,1
2039880218@k,209,2,75984.0,2,2,2
2039968206@k,203,1,39900.0,2,1,1
2039982807@k,46,1,48004.0,4,1,1
2039994736@k,356,1,15400.0,1,1,1
2040009697@k,194,2,83619.0,2,2,2
2040029746@k,65,2,78900.0,4,2,2
2040042129@k,213,1,33400.0,2,1,1
2040119547@k,76,1,32326.0,4,1,1
2040191543@k,104,2,14700.0,3,2,1
2040223875@k,76,2,69800.0,4,2,2
2040291246@k,213,1,145034.0,2,1,3
2040333619@k,210,1,111959.0,2,1,3
2040469834@k,349,1,36900.0,1,1,1
2040554294@k,362,1,49900.0,1,1,1
2040599345@k,305,1,47900.0,1,1,1
2040671174@k,364,1,36900.0,1,1,1
2040684418@k,139,2,77900.0,3,2,2
2040777432@k,210,2,63790.0,2,2,2
2040781555@k,71,3,79959.0,4,3,2
2040835801@k,39,3,71841.0,4,3,2
2040851087@k,297,1,28013.0,1,1,1
204085116@n,110,2,146450.0,3,2,3
2040874176@k,76,2,81941.0,4,2,2
2040913859@k,35,2,29300.0,4,2,1
2041019655@k,139,1,31400.0,3,1,1
2041041994@k,202,1,45703.0,2,1,1
20410647@n,359,1,36600.0,1,1,1
2041175473@k,47,2,72481.0,4,2,2
2041176296@k,218,4,179370.0,2,3,3
2041209506@k,50,2,86854.0,4,2,2
2041211085@k,45,1,82800.0,4,1,2
2041233285@k,187,1,40286.0,2,1,1
2041277705@k,143,1,48486.0,3,1,1
2041290246@k,257,1,38700.0,2,1,1
2041355238@k,9,4,138635.0,4,3,3
2041365054@k,272,1,36900.0,2,1,1
20413967@n,197,1,46300.0,2,1,1
2041417855@k,328,1,15900.0,1,1,1
2041465489@k,225,1,17400.0,2,1,1
2041486899@k,243,3,113368.0,2,3,3
2041490058@k,76,3,215315.0,4,3,4
2041508119@k,334,1,79200.0,1,1,2
2041508220@k,65,1,109500.0,4,1,3
2041516155@k,198,1,39386.0,2,1,1
2041593490@k,362,1,30857.0,1,1,1
2041639209@k,60,2,124052.0,4,2,3
2041643304@k,225,1,15900.0,2,1,1
2041653207@k,204,1,113116.0,2,1,3
2041682651@k,256,1,38700.0,2,1,1
2041698332@k,71,2,128320.0,4,2,3
2041724351@k,338,1,38700.0,1,1,1
2041740745@k,211,1,106100.0,2,1,3
2041778939@k,74,1,37400.0,4,1,1
2041826560@k,161,1,39616.0,3,1,1
2041833775@k,262,1,15900.0,2,1,1
2041858793@k,46,2,34399.0,4,2,1
2041878404@k,260,1,43600.0,2,1,1
2041897225@k,200,1,14836.0,2,1,1
2041931151@k,76,1,32300.0,4,1,1
2041943624@k,245,1,35500.0,2,1,1
2041950672@k,268,1,37756.0,2,1,1
2041960938@k,199,1,46900.0,2,1,1
2042057673@k,217,1,33000.0,2,1,1
2042059147@k,36,1,33279.0,4,1,1
2042138502@k,147,1,70900.0,3,1,2
2042147825@k,60,2,178281.0,4,2,3
2042305791@k,105,1,12700.0,3,1,1
2042310199@k,342,1,32800.0,1,1,1
2042331287@k,120,2,77452.0,3,2,2
2042368344@k,264,1,38900.0,2,1,1
2042386477@k,102,2,79200.0,3,2,2
2042431390@k,59,1,46100.0,4,1,1
2042441669@k,362,1,38700.0,1,1,1
20424739@n,105,1,37000.0,3,1,1
2042535945@k,76,1,54100.0,4,1,2
2042550278@k,163,1,28826.0,3,1,1
2042553904@k,153,1,28169.0,3,1,1
2042606126@k,308,1,47900.0,1,1,1
2042626292@k,267,1,38800.0,2,1,1
2042676653@k,98,3,105011.0,3,3,3
2042690644@k,73,1,32203.0,4,1,1
