date,member_id,R,F,M,r_grade,f_grade,m_grade,rfm_index,group
2023-03-01,2267352179@k,271,1,38800.0,2,1,1,1.053524117701992,esc
2023-03-01,2267353683@k,271,1,141500.0,2,1,3,2.1258110140327506,esc-VIP
2023-03-01,2267363645@k,271,1,34500.0,2,1,1,1.053524117701992,esc
2023-03-01,2267384271@k,271,1,42700.0,2,1,1,1.053524117701992,esc
2023-03-01,2267385476@k,42,2,263125.0,4,2,4,3.179335131734743,semi-VIP
2023-03-01,2267385743@k,70,3,194800.0,4,3,3,3.053524117701992,VIP
2023-03-01,2267397038@k,271,1,37800.0,2,1,1,1.053524117701992,esc
2023-03-01,2267423575@k,271,1,15400.0,2,1,1,1.053524117701992,esc
2023-03-01,22674445@n,15,1,35900.0,4,1,1,1.1605723531059762,new
2023-03-01,2267450119@k,271,1,18800.0,2,1,1,1.053524117701992,esc
2023-03-01,2267526824@k,270,1,33400.0,2,1,1,1.053524117701992,esc
2023-03-01,2267535223@k,271,1,73600.0,2,1,2,1.5896675658673716,esc
2023-03-01,2267593396@k,271,1,41500.0,2,1,1,1.053524117701992,esc
2023-03-01,2267593530@k,271,1,34500.0,2,1,1,1.053524117701992,esc
2023-03-01,2267596135@k,271,1,29900.0,2,1,1,1.053524117701992,esc
2023-03-01,2267628836@k,270,1,28800.0,2,1,1,1.053524117701992,esc
2023-03-01,2267632202@k,271,1,37700.0,2,1,1,1.053524117701992,esc
2023-03-01,2267643643@k,206,1,30400.0,2,1,1,1.053524117701992,esc
2023-03-01,2267644814@k,270,1,35500.0,2,1,1,1.053524117701992,esc
2023-03-01,2267685870@k,270,1,15400.0,2,1,1,1.053524117701992,esc
2023-03-01,2267732459@k,270,1,14400.0,2,1,1,1.053524117701992,esc
2023-03-01,2267738020@k,270,1,34500.0,2,1,1,1.053524117701992,esc
2023-03-01,2267739277@k,270,1,31800.0,2,1,1,1.053524117701992,esc
2023-03-01,2267743089@k,27,3,61700.0,4,3,2,2.517380669536613,ROYAL
2023-03-01,2267749410@k,6,4,123337.0,4,3,3,3.053524117701992,VIP
2023-03-01,2267768755@k,84,3,133736.0,4,3,3,3.053524117701992,VIP
2023-03-01,2267792825@k,270,1,30800.0,2,1,1,1.053524117701992,esc
2023-03-01,2267796876@k,270,1,34500.0,2,1,1,1.053524117701992,esc
2023-03-01,2267800150@k,270,1,43600.0,2,1,1,1.053524117701992,esc
2023-03-01,2267869806@k,269,1,28900.0,2,1,1,1.053524117701992,esc
2023-03-01,2267879779@k,270,1,42600.0,2,1,1,1.053524117701992,esc
2023-03-01,2267913152@k,270,1,30800.0,2,1,1,1.053524117701992,esc
2023-03-01,2267937021@k,270,1,38800.0,2,1,1,1.053524117701992,esc
2023-03-01,2267943@n,68,1,31800.0,4,1,1,1.1605723531059762,new
2023-03-01,2267943637@k,270,1,15400.0,2,1,1,1.053524117701992,esc
2023-03-01,2267998115@k,270,1,30800.0,2,1,1,1.053524117701992,esc
2023-03-01,2268076132@k,270,1,35500.0,2,1,1,1.053524117701992,esc
2023-03-01,2268082984@k,219,2,28700.0,2,2,1,1.463856551834621,esc
2023-03-01,2268095017@k,270,1,40800.0,2,1,1,1.053524117701992,esc
2023-03-01,2268109139@k,270,1,38800.0,2,1,1,1.053524117701992,esc
2023-03-01,2268133150@k,63,2,92400.0,4,2,2,2.107048235403984,new
2023-03-01,2268145537@k,270,1,13900.0,2,1,1,1.053524117701992,esc
2023-03-01,2268274195@k,270,1,36900.0,2,1,1,1.053524117701992,esc
2023-03-01,2268314551@k,270,1,37800.0,2,1,1,1.053524117701992,esc
2023-03-01,2268415682@k,270,1,37800.0,2,1,1,1.053524117701992,esc
2023-03-01,22684261@n,207,1,33200.0,2,1,1,1.053524117701992,esc
2023-03-01,2268536404@k,270,1,21000.0,2,1,1,1.053524117701992,esc
2023-03-01,2268548587@k,27,3,110739.0,4,3,3,3.053524117701992,VIP
2023-03-01,2268581626@k,270,1,14400.0,2,1,1,1.053524117701992,esc
2023-03-01,2268603370@k,270,1,29900.0,2,1,1,1.053524117701992,esc
2023-03-01,2268749376@k,70,1,59400.0,4,1,2,1.6967158012713555,new
2023-03-01,2268800040@k,270,1,37800.0,2,1,1,1.053524117701992,esc
2023-03-01,2268835552@k,128,1,38900.0,3,1,1,1.1070482354039841,new
2023-03-01,2268837949@k,270,1,33400.0,2,1,1,1.053524117701992,esc
2023-03-01,2268854972@k,270,1,29900.0,2,1,1,1.053524117701992,esc
2023-03-01,2268864964@k,89,2,47469.0,3,2,1,1.5173806695366128,new
2023-03-01,2268888671@k,270,1,38700.0,2,1,1,1.053524117701992,esc
2023-03-01,2268893532@k,270,1,28900.0,2,1,1,1.053524117701992,esc
2023-03-01,2268914004@k,250,1,5500.0,2,1,1,1.053524117701992,esc
2023-03-01,2268929404@k,270,1,50900.0,2,1,1,1.053524117701992,esc
2023-03-01,2269003512@g,6,1,36000.0,4,1,1,1.1605723531059762,new
2023-03-01,2269010211@k,225,2,76336.0,2,2,2,2.0,esc
2023-03-01,2269025722@k,197,1,14900.0,2,1,1,1.053524117701992,esc
2023-03-01,2269056987@k,269,1,15400.0,2,1,1,1.053524117701992,esc
2023-03-01,2269075842@k,269,1,43700.0,2,1,1,1.053524117701992,esc
2023-03-01,2269084821@k,153,2,78800.0,3,2,2,2.053524117701992,new
2023-03-01,2269120850@k,269,1,28900.0,2,1,1,1.053524117701992,esc
2023-03-01,2269166956@k,269,1,31500.0,2,1,1,1.053524117701992,esc
2023-03-01,2269167035@k,269,1,19500.0,2,1,1,1.053524117701992,esc
2023-03-01,2269226031@k,269,1,44300.0,2,1,1,1.053524117701992,esc
2023-03-01,2269266551@k,269,1,28900.0,2,1,1,1.053524117701992,esc
2023-03-01,2269282392@k,269,1,37800.0,2,1,1,1.053524117701992,esc
2023-03-01,2269371812@k,269,1,15400.0,2,1,1,1.053524117701992,esc
2023-03-01,2269419955@k,269,1,34500.0,2,1,1,1.053524117701992,esc
2023-03-01,2269447418@k,269,1,18800.0,2,1,1,1.053524117701992,esc
2023-03-01,2269504883@k,269,1,113600.0,2,1,3,2.1258110140327506,esc-VIP
2023-03-01,2269515132@k,269,1,33200.0,2,1,1,1.053524117701992,esc
2023-03-01,2269574544@k,269,1,26800.0,2,1,1,1.053524117701992,esc
2023-03-01,2269605216@k,269,1,35500.0,2,1,1,1.053524117701992,esc
2023-03-01,2269615187@k,109,2,82723.0,3,2,2,2.053524117701992,new
2023-03-01,2269718932@k,58,2,68536.0,4,2,2,2.107048235403984,new
2023-03-01,2269810184@k,269,1,117400.0,2,1,3,2.1258110140327506,esc-VIP
2023-03-01,2269918980@k,269,1,35500.0,2,1,1,1.053524117701992,esc
2023-03-01,2269930498@k,269,1,37800.0,2,1,1,1.053524117701992,esc
2023-03-01,22699470@n,197,1,45900.0,2,1,1,1.053524117701992,esc
2023-03-01,2269979992@k,269,1,38800.0,2,1,1,1.053524117701992,esc
2023-03-01,2270020110@k,269,1,37700.0,2,1,1,1.053524117701992,esc
2023-03-01,2270041835@k,69,2,75105.0,4,2,2,2.107048235403984,new
2023-03-01,2270139437@k,269,1,38700.0,2,1,1,1.053524117701992,esc
2023-03-01,22701839@n,219,2,34800.0,2,2,1,1.463856551834621,esc
2023-03-01,2270218105@k,265,1,43600.0,2,1,1,1.053524117701992,esc
2023-03-01,2270239481@k,268,1,37800.0,2,1,1,1.053524117701992,esc
2023-03-01,2270280204@k,268,1,35900.0,2,1,1,1.053524117701992,esc
2023-03-01,2270341139@k,268,1,51600.0,2,1,1,1.053524117701992,esc
2023-03-01,2270346607@k,268,1,13900.0,2,1,1,1.053524117701992,esc
2023-03-01,2270353971@k,268,1,13800.0,2,1,1,1.053524117701992,esc
2023-03-01,2270432139@k,267,1,20300.0,2,1,1,1.053524117701992,esc
2023-03-01,2270474273@k,268,1,30800.0,2,1,1,1.053524117701992,esc
2023-03-01,2270477160@k,268,1,29900.0,2,1,1,1.053524117701992,esc
2023-03-01,2270512369@k,268,1,37800.0,2,1,1,1.053524117701992,esc
2023-03-01,2270733193@k,268,1,30900.0,2,1,1,1.053524117701992,esc
2023-03-01,2270764742@k,268,1,37800.0,2,1,1,1.053524117701992,esc
2023-03-01,2270777907@k,268,1,41300.0,2,1,1,1.053524117701992,esc
2023-03-01,2270862170@k,268,1,36900.0,2,1,1,1.053524117701992,esc
2023-03-01,2270909402@k,265,1,35500.0,2,1,1,1.053524117701992,esc
2023-03-01,2270948201@k,268,1,38800.0,2,1,1,1.053524117701992,esc
2023-03-01,2270949749@k,190,3,104735.0,2,3,3,2.9464758822980084,esc-VIP
2023-03-01,2270969948@k,268,1,27900.0,2,1,1,1.053524117701992,esc
2023-03-01,2270973514@k,268,1,27900.0,2,1,1,1.053524117701992,esc
2023-03-01,22710011@n,328,1,20300.0,1,1,1,1.0,esc
2023-03-01,2271092648@k,60,5,281200.0,4,4,4,4.0,VIP
2023-03-01,2271144554@k,268,1,15900.0,2,1,1,1.053524117701992,esc
2023-03-01,2271204549@k,268,1,33400.0,2,1,1,1.053524117701992,esc
2023-03-01,2271211042@k,238,2,49400.0,2,2,1,1.463856551834621,esc
2023-03-01,2271229216@k,268,1,29800.0,2,1,1,1.053524117701992,esc
2023-03-01,2271240784@k,268,1,38700.0,2,1,1,1.053524117701992,esc
2023-03-01,2271278510@k,268,1,112600.0,2,1,3,2.1258110140327506,esc-VIP
2023-03-01,2271288985@k,268,1,34400.0,2,1,1,1.053524117701992,esc
2023-03-01,2271304419@k,268,1,15400.0,2,1,1,1.053524117701992,esc
2023-03-01,2271313103@k,268,1,46900.0,2,1,1,1.053524117701992,esc
2023-03-01,2271329179@k,265,1,28800.0,2,1,1,1.053524117701992,esc
2023-03-01,2271330544@k,268,1,53800.0,2,1,2,1.5896675658673716,esc
2023-03-01,2271361467@k,212,1,9800.0,2,1,1,1.053524117701992,esc
2023-03-01,2271372705@k,268,1,28900.0,2,1,1,1.053524117701992,esc
2023-03-01,2271380913@k,268,1,15900.0,2,1,1,1.053524117701992,esc
2023-03-01,2271405877@k,268,1,109500.0,2,1,3,2.1258110140327506,esc-VIP
2023-03-01,22714101@n,20,1,36900.0,4,1,1,1.1605723531059762,new
2023-03-01,2271432401@k,268,1,31800.0,2,1,1,1.053524117701992,esc
2023-03-01,2271436377@k,268,1,37800.0,2,1,1,1.053524117701992,esc
2023-03-01,2271442254@k,268,1,40300.0,2,1,1,1.053524117701992,esc
2023-03-01,2271460705@k,268,1,38800.0,2,1,1,1.053524117701992,esc
2023-03-01,2271462980@k,268,1,37800.0,2,1,1,1.053524117701992,esc
2023-03-01,2271479838@k,268,1,41800.0,2,1,1,1.053524117701992,esc
2023-03-01,2271486190@k,268,1,28900.0,2,1,1,1.053524117701992,esc
2023-03-01,2271494871@k,267,1,33400.0,2,1,1,1.053524117701992,esc
2023-03-01,2271503276@k,267,1,17400.0,2,1,1,1.053524117701992,esc
2023-03-01,22715357@n,76,1,32400.0,4,1,1,1.1605723531059762,new
2023-03-01,2271539783@k,267,1,12900.0,2,1,1,1.053524117701992,esc
2023-03-01,2271573501@k,267,1,38800.0,2,1,1,1.053524117701992,esc
2023-03-01,2271573734@k,267,1,31700.0,2,1,1,1.053524117701992,esc
2023-03-01,2271598674@k,267,1,38800.0,2,1,1,1.053524117701992,esc
2023-03-01,2271683741@k,267,1,37800.0,2,1,1,1.053524117701992,esc
2023-03-01,2271693719@k,267,1,113500.0,2,1,3,2.1258110140327506,esc-VIP
2023-03-01,2271702264@k,267,1,29900.0,2,1,1,1.053524117701992,esc
2023-03-01,2271713286@k,267,1,40700.0,2,1,1,1.053524117701992,esc
2023-03-01,2271716017@k,267,1,40800.0,2,1,1,1.053524117701992,esc
2023-03-01,2271762726@k,71,5,207324.0,4,4,4,4.0,VIP
2023-03-01,2271815420@k,267,1,37800.0,2,1,1,1.053524117701992,esc
2023-03-01,2271844688@k,105,5,236243.0,3,4,4,3.9464758822980084,VIP
2023-03-01,2271879703@k,267,1,38800.0,2,1,1,1.053524117701992,esc
2023-03-01,2271912897@k,267,1,32800.0,2,1,1,1.053524117701992,esc
2023-03-01,2271915760@k,267,1,28900.0,2,1,1,1.053524117701992,esc
2023-03-01,2271927787@k,267,1,112600.0,2,1,3,2.1258110140327506,esc-VIP
2023-03-01,2271949028@k,264,1,32800.0,2,1,1,1.053524117701992,esc
2023-03-01,2272008833@k,267,1,31800.0,2,1,1,1.053524117701992,esc
2023-03-01,2272011134@k,204,2,29100.0,2,2,1,1.463856551834621,esc
2023-03-01,2272025586@k,267,1,35900.0,2,1,1,1.053524117701992,esc
2023-03-01,2272052416@k,267,1,37800.0,2,1,1,1.053524117701992,esc
2023-03-01,2272055073@k,259,2,56100.0,2,2,2,2.0,esc
2023-03-01,2272059103@k,105,2,72569.0,3,2,2,2.053524117701992,new
2023-03-01,2272059541@k,267,1,37800.0,2,1,1,1.053524117701992,esc
2023-03-01,2272073688@k,267,1,31800.0,2,1,1,1.053524117701992,esc
2023-03-01,2272074006@k,267,1,29900.0,2,1,1,1.053524117701992,esc
2023-03-01,2272115516@k,267,1,42700.0,2,1,1,1.053524117701992,esc
2023-03-01,2272120560@k,267,1,27900.0,2,1,1,1.053524117701992,esc
2023-03-01,2272123474@k,267,1,44700.0,2,1,1,1.053524117701992,esc
2023-03-01,2272134798@k,267,1,38800.0,2,1,1,1.053524117701992,esc
2023-03-01,2272135261@k,62,2,135966.0,4,2,3,2.6431916835693636,semi-VIP
2023-03-01,2272137697@k,187,2,70700.0,2,2,2,2.0,esc
2023-03-01,2272158422@k,267,1,37800.0,2,1,1,1.053524117701992,esc
2023-03-01,2272238438@k,267,1,43300.0,2,1,1,1.053524117701992,esc
2023-03-01,2272294434@k,267,1,12900.0,2,1,1,1.053524117701992,esc
2023-03-01,2272380907@k,267,1,49900.0,2,1,1,1.053524117701992,esc
2023-03-01,2272445995@k,267,1,38800.0,2,1,1,1.053524117701992,esc
2023-03-01,2272449270@k,267,1,33400.0,2,1,1,1.053524117701992,esc
2023-03-01,2272463066@k,267,1,38700.0,2,1,1,1.053524117701992,esc
2023-03-01,2272470320@k,267,1,38800.0,2,1,1,1.053524117701992,esc
2023-03-01,2272473190@k,267,1,13900.0,2,1,1,1.053524117701992,esc
2023-03-01,2272474555@k,267,1,113600.0,2,1,3,2.1258110140327506,esc-VIP
2023-03-01,2272507545@k,162,2,51400.0,3,2,1,1.5173806695366128,new
2023-03-01,2272552085@k,246,2,51400.0,2,2,1,1.463856551834621,esc
2023-03-01,2272563795@k,267,1,37700.0,2,1,1,1.053524117701992,esc
2023-03-01,2272576140@k,141,2,69800.0,3,2,2,2.053524117701992,new
2023-03-01,2272589089@k,267,1,18800.0,2,1,1,1.053524117701992,esc
2023-03-01,2272609363@k,267,1,38700.0,2,1,1,1.053524117701992,esc
2023-03-01,2272659244@k,267,1,30700.0,2,1,1,1.053524117701992,esc
2023-03-01,2272716313@k,237,2,51200.0,2,2,1,1.463856551834621,esc
2023-03-01,2272731165@k,267,1,28900.0,2,1,1,1.053524117701992,esc
2023-03-01,2272747393@k,267,1,65700.0,2,1,2,1.5896675658673716,esc
2023-03-01,2272757529@k,267,1,12900.0,2,1,1,1.053524117701992,esc
2023-03-01,2272789321@k,267,1,112600.0,2,1,3,2.1258110140327506,esc-VIP
2023-03-01,2272806369@k,266,1,33400.0,2,1,1,1.053524117701992,esc
2023-03-01,2272809292@k,250,1,21000.0,2,1,1,1.053524117701992,esc
2023-03-01,2272810966@k,118,2,72966.0,3,2,2,2.053524117701992,new
2023-03-01,2272812983@k,266,1,29900.0,2,1,1,1.053524117701992,esc
2023-03-01,2272813587@k,266,1,38800.0,2,1,1,1.053524117701992,esc
2023-03-01,2272823574@k,266,1,32400.0,2,1,1,1.053524117701992,esc
2023-03-01,2272858150@k,266,1,63200.0,2,1,2,1.5896675658673716,esc
2023-03-01,2272867515@k,266,1,24500.0,2,1,1,1.053524117701992,esc
2023-03-01,2272869715@k,266,1,38800.0,2,1,1,1.053524117701992,esc
2023-03-01,2272889197@k,111,1,32900.0,3,1,1,1.1070482354039841,new
2023-03-01,2272904306@k,266,1,13900.0,2,1,1,1.053524117701992,esc
2023-03-01,2272920963@k,68,4,76100.0,4,3,2,2.517380669536613,ROYAL
2023-03-01,2272932276@k,266,1,26330.0,2,1,1,1.053524117701992,esc
2023-03-01,2272961411@k,266,1,28900.0,2,1,1,1.053524117701992,esc
2023-03-01,2272983365@k,266,1,34500.0,2,1,1,1.053524117701992,esc
2023-03-01,2272987735@k,240,2,31800.0,2,2,1,1.463856551834621,esc
2023-03-01,2273014611@k,266,1,26700.0,2,1,1,1.053524117701992,esc
2023-03-01,22730274@n,166,1,90300.0,3,1,2,1.6431916835693634,new
2023-03-01,2273034605@k,266,1,31500.0,2,1,1,1.053524117701992,esc
2023-03-01,2273097303@k,243,2,97189.0,2,2,2,2.0,esc
2023-03-01,2273107310@k,132,2,76693.0,3,2,2,2.053524117701992,new
2023-03-01,2273116973@k,236,2,64293.0,2,2,2,2.0,esc
2023-03-01,2273128369@k,266,1,14400.0,2,1,1,1.053524117701992,esc
2023-03-01,22731311@n,285,1,50800.0,1,1,1,1.0,esc
2023-03-01,2273136198@k,265,1,39800.0,2,1,1,1.053524117701992,esc
2023-03-01,2273145646@k,266,1,32800.0,2,1,1,1.053524117701992,esc
2023-03-01,2273201717@k,266,1,27900.0,2,1,1,1.053524117701992,esc
2023-03-01,2273233392@k,266,1,29800.0,2,1,1,1.053524117701992,esc
2023-03-01,2273242886@k,266,1,30800.0,2,1,1,1.053524117701992,esc
2023-03-01,2273304784@k,266,1,35500.0,2,1,1,1.053524117701992,esc
2023-03-01,2273305553@k,266,1,42700.0,2,1,1,1.053524117701992,esc
2023-03-01,2273352818@k,266,1,37700.0,2,1,1,1.053524117701992,esc
2023-03-01,2273377782@k,266,1,38700.0,2,1,1,1.053524117701992,esc
2023-03-01,2273388186@k,266,1,13900.0,2,1,1,1.053524117701992,esc
2023-03-01,2273413190@k,264,1,34400.0,2,1,1,1.053524117701992,esc
2023-03-01,2273415082@k,266,1,35500.0,2,1,1,1.053524117701992,esc
2023-03-01,2273444714@k,266,1,43600.0,2,1,1,1.053524117701992,esc
2023-03-01,2273474897@k,266,1,14400.0,2,1,1,1.053524117701992,esc
2023-03-01,2273480247@k,266,1,15400.0,2,1,1,1.053524117701992,esc
2023-03-01,2273496223@k,266,1,13900.0,2,1,1,1.053524117701992,esc
2023-03-01,2273497362@k,266,1,34500.0,2,1,1,1.053524117701992,esc
2023-03-01,2273548133@k,266,1,162400.0,2,1,3,2.1258110140327506,esc-VIP
2023-03-01,2273593473@k,111,1,34000.0,3,1,1,1.1070482354039841,new
2023-03-01,2273639479@k,266,1,35500.0,2,1,1,1.053524117701992,esc
2023-03-01,2273784669@k,266,1,19500.0,2,1,1,1.053524117701992,esc
2023-03-01,2273814406@k,266,1,37700.0,2,1,1,1.053524117701992,esc
2023-03-01,2273832585@k,266,1,38700.0,2,1,1,1.053524117701992,esc
2023-03-01,2273849303@k,266,1,102300.0,2,1,3,2.1258110140327506,esc-VIP
2023-03-01,2273881017@k,266,1,15400.0,2,1,1,1.053524117701992,esc
2023-03-01,2273909952@k,266,1,37700.0,2,1,1,1.053524117701992,esc
2023-03-01,2273916499@k,253,1,35900.0,2,1,1,1.053524117701992,esc
2023-03-01,2273917443@k,113,3,108429.0,3,3,3,3.0,VIP
2023-03-01,2273940963@k,203,1,113000.0,2,1,3,2.1258110140327506,esc-VIP
2023-03-01,2273941958@k,266,1,37700.0,2,1,1,1.053524117701992,esc
2023-03-01,2273962956@k,217,2,48400.0,2,2,1,1.463856551834621,esc
2023-03-01,2273966048@k,13,6,247039.0,4,4,4,4.0,VIP
2023-03-01,2273968113@k,266,1,15400.0,2,1,1,1.053524117701992,esc
2023-03-01,2273977679@k,266,1,33400.0,2,1,1,1.053524117701992,esc
2023-03-01,2273982154@k,140,2,69469.0,3,2,2,2.053524117701992,new
2023-03-01,2274000403@k,266,1,15400.0,2,1,1,1.053524117701992,esc
2023-03-01,2274003934@k,266,1,15400.0,2,1,1,1.053524117701992,esc
2023-03-01,2274016686@k,266,1,37700.0,2,1,1,1.053524117701992,esc
2023-03-01,2274032704@k,264,1,15400.0,2,1,1,1.053524117701992,esc
2023-03-01,2274088749@k,266,1,37700.0,2,1,1,1.053524117701992,esc
2023-03-01,2274090335@k,266,1,79400.0,2,1,2,1.5896675658673716,esc
2023-03-01,2274111837@k,266,1,36900.0,2,1,1,1.053524117701992,esc
2023-03-01,2274120945@k,266,1,42500.0,2,1,1,1.053524117701992,esc
2023-03-01,2274123620@k,266,1,68700.0,2,1,2,1.5896675658673716,esc
2023-03-01,2274208014@k,265,1,13400.0,2,1,1,1.053524117701992,esc
2023-03-01,2274220537@k,132,2,29800.0,3,2,1,1.5173806695366128,new
2023-03-01,2274247768@k,265,1,38700.0,2,1,1,1.053524117701992,esc
2023-03-01,2274276551@k,258,2,192700.0,2,2,3,2.5361434481653795,esc-VIP
2023-03-01,2274320839@k,265,1,35900.0,2,1,1,1.053524117701992,esc
2023-03-01,2274340310@k,265,1,30900.0,2,1,1,1.053524117701992,esc
2023-03-01,22743495@n,77,1,33900.0,4,1,1,1.1605723531059762,new
2023-03-01,2274359741@k,265,1,14400.0,2,1,1,1.053524117701992,esc
2023-03-01,2274439393@k,265,1,14400.0,2,1,1,1.053524117701992,esc
2023-03-01,2274448350@k,177,2,54300.0,3,2,2,2.053524117701992,new
2023-03-01,2274460733@k,131,2,75969.0,3,2,2,2.053524117701992,new
2023-03-01,2274471684@k,265,1,63200.0,2,1,2,1.5896675658673716,esc
2023-03-01,2274477356@k,141,2,126500.0,3,2,3,2.5896675658673716,semi-VIP
2023-03-01,2274517059@k,265,1,49900.0,2,1,1,1.053524117701992,esc
2023-03-01,2274539430@k,265,1,36900.0,2,1,1,1.053524117701992,esc
2023-03-01,2274560089@k,265,1,17400.0,2,1,1,1.053524117701992,esc
2023-03-01,22746395@n,168,1,27800.0,3,1,1,1.1070482354039841,new
2023-03-01,2274691925@k,126,2,42316.0,3,2,1,1.5173806695366128,new
2023-03-01,2274808117@k,265,1,37700.0,2,1,1,1.053524117701992,esc
2023-03-01,2274856082@k,265,1,38700.0,2,1,1,1.053524117701992,esc
2023-03-01,2274861264@k,265,1,14400.0,2,1,1,1.053524117701992,esc
2023-03-01,2274865217@k,265,1,36900.0,2,1,1,1.053524117701992,esc
2023-03-01,2275101026@k,265,1,15400.0,2,1,1,1.053524117701992,esc
2023-03-01,2275122956@k,265,1,32800.0,2,1,1,1.053524117701992,esc
2023-03-01,2275142504@k,258,1,14400.0,2,1,1,1.053524117701992,esc
2023-03-01,2275148853@k,265,1,36900.0,2,1,1,1.053524117701992,esc
2023-03-01,2275149429@k,265,1,38700.0,2,1,1,1.053524117701992,esc
2023-03-01,2275184845@k,210,1,82400.0,2,1,2,1.5896675658673716,esc
2023-03-01,2275309000@k,265,1,56500.0,2,1,2,1.5896675658673716,esc
2023-03-01,2275327782@k,265,1,61300.0,2,1,2,1.5896675658673716,esc
2023-03-01,2275362721@k,265,1,28900.0,2,1,1,1.053524117701992,esc
2023-03-01,2275365240@k,265,1,51600.0,2,1,1,1.053524117701992,esc
2023-03-01,2275388765@k,265,1,14400.0,2,1,1,1.053524117701992,esc
2023-03-01,2275486320@k,265,1,13900.0,2,1,1,1.053524117701992,esc
2023-03-01,2275488579@k,265,1,34400.0,2,1,1,1.053524117701992,esc
2023-03-01,2275522769@k,265,1,30200.0,2,1,1,1.053524117701992,esc
2023-03-01,2275559297@k,118,2,70800.0,3,2,2,2.053524117701992,new
2023-03-01,2275630243@k,265,1,86800.0,2,1,2,1.5896675658673716,esc
2023-03-01,2275660742@k,265,1,14400.0,2,1,1,1.053524117701992,esc
2023-03-01,2275710397@k,265,1,37700.0,2,1,1,1.053524117701992,esc
2023-03-01,2275721984@k,265,1,35900.0,2,1,1,1.053524117701992,esc
2023-03-01,2275782505@k,265,1,38900.0,2,1,1,1.053524117701992,esc
2023-03-01,2275837912@k,265,1,34500.0,2,1,1,1.053524117701992,esc
2023-03-01,2275927865@k,265,1,38700.0,2,1,1,1.053524117701992,esc
2023-03-01,2275977479@k,217,3,123611.0,2,3,3,2.9464758822980084,esc-VIP
2023-03-01,2276029434@k,264,1,77600.0,2,1,2,1.5896675658673716,esc
2023-03-01,2276032181@k,71,3,90500.0,4,3,2,2.517380669536613,ROYAL
2023-03-01,2276039784@k,264,1,35500.0,2,1,1,1.053524117701992,esc
2023-03-01,2276046321@k,264,1,38700.0,2,1,1,1.053524117701992,esc
2023-03-01,2276056802@k,48,2,77469.0,4,2,2,2.107048235403984,new
2023-03-01,2276073592@k,184,2,84869.0,2,2,2,2.0,esc
2023-03-01,2276074388@k,213,2,160800.0,2,2,3,2.5361434481653795,esc-VIP
2023-03-01,2276089564@k,264,1,36400.0,2,1,1,1.053524117701992,esc
2023-03-01,2276100695@k,264,1,38700.0,2,1,1,1.053524117701992,esc
2023-03-01,2276101369@k,238,2,34800.0,2,2,1,1.463856551834621,esc
2023-03-01,2276304819@k,126,2,89100.0,3,2,2,2.053524117701992,new
2023-03-01,2276427117@k,128,2,33300.0,3,2,1,1.5173806695366128,new
2023-03-01,2276461753@k,264,1,37700.0,2,1,1,1.053524117701992,esc
2023-03-01,2276474682@k,264,1,20300.0,2,1,1,1.053524117701992,esc
2023-03-01,2276695992@k,264,1,38700.0,2,1,1,1.053524117701992,esc
2023-03-01,2276723188@k,264,1,15400.0,2,1,1,1.053524117701992,esc
2023-03-01,2276902077@k,264,1,14400.0,2,1,1,1.053524117701992,esc
2023-03-01,2276913509@k,20,1,47900.0,4,1,1,1.1605723531059762,new
2023-03-01,2276943665@k,264,1,12800.0,2,1,1,1.053524117701992,esc
2023-03-01,2276963102@k,264,1,53200.0,2,1,2,1.5896675658673716,esc
2023-03-01,2277125554@k,264,1,15400.0,2,1,1,1.053524117701992,esc
2023-03-01,2277156859@k,264,1,12900.0,2,1,1,1.053524117701992,esc
2023-03-01,2277188866@k,264,1,13900.0,2,1,1,1.053524117701992,esc
2023-03-01,2277251726@k,264,1,37700.0,2,1,1,1.053524117701992,esc
2023-03-01,2277305787@k,93,2,92400.0,3,2,2,2.053524117701992,new
2023-03-01,2277307428@k,264,1,35900.0,2,1,1,1.053524117701992,esc
2023-03-01,2277442857@k,264,1,14400.0,2,1,1,1.053524117701992,esc
2023-03-01,2277570461@k,264,1,37700.0,2,1,1,1.053524117701992,esc
2023-03-01,2277593670@k,264,1,29800.0,2,1,1,1.053524117701992,esc
2023-03-01,2277685382@k,244,1,35900.0,2,1,1,1.053524117701992,esc
2023-03-01,2277726438@k,180,3,223489.0,2,3,4,3.482619330463388,esc-VIP
2023-03-01,2277986712@k,24,3,131060.0,4,3,3,3.053524117701992,VIP
2023-03-01,2278095070@k,264,1,37700.0,2,1,1,1.053524117701992,esc
2023-03-01,2278503201@k,69,2,69120.0,4,2,2,2.107048235403984,new
2023-03-01,2278649197@k,264,1,35500.0,2,1,1,1.053524117701992,esc
2023-03-01,2278682304@k,264,1,40300.0,2,1,1,1.053524117701992,esc
2023-03-01,2278755444@k,204,2,152700.0,2,2,3,2.5361434481653795,esc-VIP
2023-03-01,2278803831@k,257,2,34700.0,2,2,1,1.463856551834621,esc
2023-03-01,2278824181@k,264,1,7900.0,2,1,1,1.053524117701992,esc
2023-03-01,2278856232@k,264,1,67000.0,2,1,2,1.5896675658673716,esc
2023-03-01,2278866257@k,264,1,20300.0,2,1,1,1.053524117701992,esc
2023-03-01,2278896987@k,264,1,64800.0,2,1,2,1.5896675658673716,esc
2023-03-01,2278931456@k,264,1,36900.0,2,1,1,1.053524117701992,esc
