date,member_id,R,F,M,r_grade,f_grade,m_grade,rfm_index,group
2023-03-01,2194492993@g,207,1,113000.0,1,1,3,2.298727112776961,esc-VIP
2023-03-01,2194915947@k,91,3,110608.0,3,3,3,3.0,VIP
2023-03-01,2195166794@k,85,1,37713.0,3,1,1,1.022206004602482,new
2023-03-01,2195202881@k,180,1,41800.0,1,1,1,1.0,esc
2023-03-01,2195306954@k,189,1,38693.0,1,1,1,1.0,esc
2023-03-01,2195367944@k,86,1,41900.0,3,1,1,1.022206004602482,new
2023-03-01,2195860827@k,51,1,39720.0,3,1,1,1.022206004602482,new
2023-03-01,2196006538@k,36,1,33900.0,4,1,1,1.033309006903723,new
2023-03-01,2196015052@k,156,1,34969.0,2,1,1,1.0111030023012408,esc
2023-03-01,2196095730@k,181,1,91318.0,1,1,2,1.6493635563884808,esc
2023-03-01,2196599770@k,132,1,31636.0,2,1,1,1.0111030023012408,esc
2023-03-01,2197099812@k,54,1,37868.0,3,1,1,1.022206004602482,new
2023-03-01,2197462964@k,70,1,38893.0,3,1,1,1.022206004602482,new
2023-03-01,2197493688@k,11,5,176800.0,4,4,3,3.3506364436115192,VIP
2023-03-01,21975525@n,10,1,37900.0,4,1,1,1.033309006903723,new
2023-03-01,2197555770@k,178,1,136821.0,1,1,3,2.298727112776961,esc-VIP
2023-03-01,2197617813@k,43,2,95309.0,4,2,2,2.0222060046024817,new
2023-03-01,2197718541@k,60,2,65971.0,3,2,2,2.011103002301241,new
2023-03-01,2197764985@k,16,1,50200.0,4,1,1,1.033309006903723,new
2023-03-01,2197781761@k,23,1,43616.0,4,1,1,1.033309006903723,new
2023-03-01,2197889227@k,106,1,23484.0,2,1,1,1.0111030023012408,esc
2023-03-01,2197979430@k,161,1,42410.0,1,1,1,1.0,esc
2023-03-01,2197999032@k,100,1,40800.0,2,1,1,1.0111030023012408,esc
2023-03-01,2198018966@k,166,1,35613.0,1,1,1,1.0,esc
2023-03-01,2198332642@k,71,1,25798.0,3,1,1,1.022206004602482,new
2023-03-01,2198377923@k,23,1,40769.0,4,1,1,1.033309006903723,new
2023-03-01,2198682849@k,205,1,33000.0,1,1,1,1.0,esc
2023-03-01,2198730217@k,92,1,14900.0,3,1,1,1.022206004602482,new
2023-03-01,2198777999@k,59,1,15000.0,3,1,1,1.022206004602482,new
2023-03-01,2199205384@k,29,1,40823.0,4,1,1,1.033309006903723,new
2023-03-01,21994678@n,147,1,39400.0,2,1,1,1.0111030023012408,esc
2023-03-01,2199702817@k,2,2,50800.0,4,2,1,1.3728424482140014,new
2023-03-01,2199752809@k,93,1,14400.0,3,1,1,1.022206004602482,new
2023-03-01,2200117473@k,184,1,35900.0,1,1,1,1.0,esc
2023-03-01,2200198236@k,87,1,10200.0,3,1,1,1.022206004602482,new
2023-03-01,2200327865@k,212,1,29859.0,1,1,1,1.0,esc
2023-03-01,2200439095@k,30,2,86255.0,4,2,2,2.0222060046024817,new
2023-03-01,2200456639@k,31,2,67800.0,4,2,2,2.0222060046024817,new
2023-03-01,22004643@n,77,1,32400.0,3,1,1,1.022206004602482,new
2023-03-01,2200692610@k,184,1,49723.0,1,1,1,1.0,esc
2023-03-01,2200781612@k,71,1,23893.0,3,1,1,1.022206004602482,new
2023-03-01,2200784898@k,218,1,39416.0,1,1,1,1.0,esc
2023-03-01,2201282218@k,12,1,36655.0,4,1,1,1.033309006903723,new
2023-03-01,2201302119@k,205,1,45300.0,1,1,1,1.0,esc
2023-03-01,2201816473@k,119,1,24600.0,2,1,1,1.0111030023012408,esc
2023-03-01,2202125876@k,106,1,9757.0,2,1,1,1.0111030023012408,esc
2023-03-01,2202247117@k,205,1,110669.0,1,1,3,2.298727112776961,esc-VIP
2023-03-01,2203700342@k,176,1,31800.0,1,1,1,1.0,esc
2023-03-01,2203704198@k,23,1,38900.0,4,1,1,1.033309006903723,new
2023-03-01,2203885973@k,114,1,35839.0,2,1,1,1.0111030023012408,esc
2023-03-01,2203926831@k,117,1,33700.0,2,1,1,1.0111030023012408,esc
2023-03-01,2204186182@k,106,4,159564.0,2,3,3,2.9888969976987587,esc-VIP
2023-03-01,2204237641@k,82,2,112200.0,3,2,3,2.6604665586897216,semi-VIP
2023-03-01,2204241712@k,205,1,50701.0,1,1,1,1.0,esc
2023-03-01,2204244941@k,9,1,39900.0,4,1,1,1.033309006903723,new
2023-03-01,2204425441@k,184,1,39000.0,1,1,1,1.0,esc
2023-03-01,2204564158@k,168,1,60200.0,1,1,2,1.6493635563884808,esc
2023-03-01,2204683813@k,59,1,14248.0,3,1,1,1.022206004602482,new
2023-03-01,2204810010@k,99,1,14900.0,3,1,1,1.022206004602482,new
2023-03-01,2204979654@k,91,1,49069.0,3,1,1,1.022206004602482,new
2023-03-01,2205172188@k,158,1,45180.0,2,1,1,1.0111030023012408,esc
2023-03-01,2205253320@k,23,2,85500.0,4,2,2,2.0222060046024817,new
2023-03-01,2205696168@k,95,1,26729.0,3,1,1,1.022206004602482,new
2023-03-01,2205818712@k,14,3,129700.0,4,3,3,3.011103002301241,VIP
2023-03-01,2205836369@k,29,1,37868.0,4,1,1,1.033309006903723,new
2023-03-01,2205853017@k,56,1,84451.0,3,1,2,1.6715695609909627,new
2023-03-01,2205924838@k,113,1,34900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2206165023@k,159,1,27883.0,2,1,1,1.0111030023012408,esc
2023-03-01,2206181615@k,194,1,56800.0,1,1,2,1.6493635563884808,esc
2023-03-01,2206285355@k,15,1,18098.0,4,1,1,1.033309006903723,new
2023-03-01,2206290093@k,146,1,35954.0,2,1,1,1.0111030023012408,esc
2023-03-01,2206893574@k,77,2,64048.0,3,2,2,2.011103002301241,new
2023-03-01,2206992657@k,42,1,26900.0,4,1,1,1.033309006903723,new
2023-03-01,2207077853@k,66,1,26400.0,3,1,1,1.022206004602482,new
2023-03-01,2207118924@k,147,1,37900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2207126391@k,12,1,21100.0,4,1,1,1.033309006903723,new
2023-03-01,2207142058@k,117,1,22722.0,2,1,1,1.0111030023012408,esc
2023-03-01,2207144874@k,65,1,30300.0,3,1,1,1.022206004602482,new
2023-03-01,2207147528@k,91,2,56500.0,3,2,2,2.011103002301241,new
2023-03-01,2207167594@k,99,2,54033.0,3,2,2,2.011103002301241,new
2023-03-01,220746777@n,117,1,10900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2207666853@k,84,2,31900.0,3,2,1,1.3617394459127603,new
2023-03-01,2207830228@k,9,2,43700.0,4,2,1,1.3728424482140014,new
2023-03-01,2207975857@k,115,1,36000.0,2,1,1,1.0111030023012408,esc
2023-03-01,2208091789@k,107,1,35569.0,2,1,1,1.0111030023012408,esc
2023-03-01,2208300156@k,14,2,69200.0,4,2,2,2.0222060046024817,new
2023-03-01,2208479475@k,63,1,30000.0,3,1,1,1.022206004602482,new
2023-03-01,2208495547@k,216,1,19200.0,1,1,1,1.0,esc
2023-03-01,2208496389@k,7,1,38900.0,4,1,1,1.033309006903723,new
2023-03-01,2208496746@k,186,1,14883.0,1,1,1,1.0,esc
2023-03-01,2208530993@k,203,1,27897.0,1,1,1,1.0,esc
2023-03-01,2208623424@k,113,1,26100.0,2,1,1,1.0111030023012408,esc
2023-03-01,2208625560@k,28,2,123204.0,4,2,3,2.6715695609909624,semi-VIP
2023-03-01,2208881256@k,197,1,85050.0,1,1,2,1.6493635563884808,esc
2023-03-01,2209027598@k,199,1,41900.0,1,1,1,1.0,esc
2023-03-01,2209378828@k,201,1,44900.0,1,1,1,1.0,esc
2023-03-01,22094619@n,195,1,49300.0,1,1,1,1.0,esc
2023-03-01,2209720790@k,9,1,37835.0,4,1,1,1.033309006903723,new
2023-03-01,2209748781@k,141,1,39739.0,2,1,1,1.0111030023012408,esc
2023-03-01,22097826@n,87,1,100000.0,3,1,2,1.6715695609909627,new
2023-03-01,2210067068@k,85,1,38825.0,3,1,1,1.022206004602482,new
2023-03-01,2210071855@k,216,1,21000.0,1,1,1,1.0,esc
2023-03-01,22101275@n,7,1,13900.0,4,1,1,1.033309006903723,new
2023-03-01,22105209@n,208,1,46400.0,1,1,1,1.0,esc
2023-03-01,2210661018@k,205,1,31000.0,1,1,1,1.0,esc
2023-03-01,2210747717@k,75,1,32299.0,3,1,1,1.022206004602482,new
2023-03-01,2210867470@k,156,1,13400.0,2,1,1,1.0111030023012408,esc
2023-03-01,2210942212@k,34,1,41900.0,4,1,1,1.033309006903723,new
2023-03-01,2210950423@k,58,1,30426.0,3,1,1,1.022206004602482,new
2023-03-01,2211275568@k,36,1,41000.0,4,1,1,1.033309006903723,new
2023-03-01,2211285346@k,48,1,15337.0,3,1,1,1.022206004602482,new
2023-03-01,2211352230@k,164,1,43171.0,1,1,1,1.0,esc
2023-03-01,2211421928@k,169,1,37710.0,1,1,1,1.0,esc
2023-03-01,2211460247@k,9,2,51800.0,4,2,1,1.3728424482140014,new
2023-03-01,2211514354@k,59,3,207323.0,3,3,3,3.0,VIP
2023-03-01,2211565758@k,120,2,73800.0,2,2,2,2.0,esc
2023-03-01,2211722738@k,92,1,49012.0,3,1,1,1.022206004602482,new
2023-03-01,2211864597@k,58,1,32300.0,3,1,1,1.022206004602482,new
2023-03-01,22120494@n,103,1,40900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2212424108@k,140,1,40000.0,2,1,1,1.0111030023012408,esc
2023-03-01,2212508826@k,123,1,38900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2212641906@k,15,2,22800.0,4,2,1,1.3728424482140014,new
2023-03-01,2212769100@k,179,1,129600.0,1,1,3,2.298727112776961,esc-VIP
2023-03-01,2212865188@k,143,1,90523.0,2,1,2,1.6604665586897216,esc
2023-03-01,2212977984@k,71,2,64023.0,3,2,2,2.011103002301241,new
2023-03-01,2213020233@k,138,1,47013.0,2,1,1,1.0111030023012408,esc
2023-03-01,2213141571@k,46,1,40739.0,4,1,1,1.033309006903723,new
2023-03-01,2213343468@k,8,3,81300.0,4,3,2,2.36173944591276,ROYAL
2023-03-01,2213926425@k,150,2,35000.0,2,2,1,1.3506364436115192,esc
2023-03-01,2214051420@k,99,1,152869.0,3,1,3,2.320933117379443,semi-VIP
2023-03-01,2214228782@k,193,1,43197.0,1,1,1,1.0,esc
2023-03-01,2214607892@k,6,2,75623.0,4,2,2,2.0222060046024817,new
2023-03-01,2214761475@k,113,1,36513.0,2,1,1,1.0111030023012408,esc
2023-03-01,2214981851@k,59,1,31300.0,3,1,1,1.022206004602482,new
2023-03-01,2215111256@k,24,4,383940.0,4,3,4,3.6604665586897216,VIP
2023-03-01,2215424619@k,67,1,28400.0,3,1,1,1.022206004602482,new
2023-03-01,2215453499@k,25,1,36800.0,4,1,1,1.033309006903723,new
2023-03-01,2215484283@k,113,2,69680.0,2,2,2,2.0,esc
2023-03-01,2215499183@k,208,1,33000.0,1,1,1,1.0,esc
2023-03-01,2215574355@k,6,2,56239.0,4,2,2,2.0222060046024817,new
2023-03-01,2215625467@k,205,1,30834.0,1,1,1,1.0,esc
2023-03-01,2215778327@k,216,1,28604.0,1,1,1,1.0,esc
2023-03-01,2215830456@k,128,1,38303.0,2,1,1,1.0111030023012408,esc
2023-03-01,2216336806@k,210,1,97200.0,1,1,2,1.6493635563884808,esc
2023-03-01,2216383825@k,184,1,16900.0,1,1,1,1.0,esc
2023-03-01,2216404864@k,21,1,33371.0,4,1,1,1.033309006903723,new
2023-03-01,2216965296@k,160,1,11822.0,2,1,1,1.0111030023012408,esc
2023-03-01,2217016972@k,21,1,41900.0,4,1,1,1.033309006903723,new
2023-03-01,2217154444@k,211,1,34000.0,1,1,1,1.0,esc
2023-03-01,22172990@n,71,1,53400.0,3,1,2,1.6715695609909627,new
2023-03-01,2217710434@k,121,2,74855.0,2,2,2,2.0,esc
2023-03-01,2218092158@k,78,1,152839.0,3,1,3,2.320933117379443,semi-VIP
2023-03-01,2218097106@k,217,1,33999.0,1,1,1,1.0,esc
2023-03-01,2218147117@k,137,1,40900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2218472483@k,65,1,33400.0,3,1,1,1.022206004602482,new
2023-03-01,2218477963@k,201,1,38769.0,1,1,1,1.0,esc
2023-03-01,2219073010@k,141,1,49800.0,2,1,1,1.0111030023012408,esc
2023-03-01,2219106919@k,161,1,36100.0,1,1,1,1.0,esc
2023-03-01,22193091@n,3,1,16900.0,4,1,1,1.033309006903723,new
2023-03-01,22197550@n,125,2,57800.0,2,2,2,2.0,esc
2023-03-01,2220050104@k,9,2,121695.0,4,2,3,2.6715695609909624,semi-VIP
2023-03-01,2220219764@k,45,1,33769.0,4,1,1,1.033309006903723,new
2023-03-01,2220689645@k,18,1,37769.0,4,1,1,1.033309006903723,new
2023-03-01,2221059234@k,99,1,40000.0,3,1,1,1.022206004602482,new
2023-03-01,2221124315@k,98,1,38900.0,3,1,1,1.022206004602482,new
2023-03-01,2221220081@k,204,1,40689.0,1,1,1,1.0,esc
2023-03-01,22212685@n,95,1,69800.0,3,1,2,1.6715695609909627,new
2023-03-01,22215688@n,60,1,37400.0,3,1,1,1.022206004602482,new
2023-03-01,2221638914@k,157,1,86200.0,2,1,2,1.6604665586897216,esc
2023-03-01,2221656960@k,103,1,55025.0,2,1,2,1.6604665586897216,esc
2023-03-01,2221841854@k,83,2,87459.0,3,2,2,2.011103002301241,new
2023-03-01,2221947917@k,205,1,115226.0,1,1,3,2.298727112776961,esc-VIP
2023-03-01,2222261372@k,116,1,36000.0,2,1,1,1.0111030023012408,esc
2023-03-01,2222300779@k,11,3,118010.0,4,3,3,3.011103002301241,VIP
2023-03-01,2222404750@k,33,1,37835.0,4,1,1,1.033309006903723,new
2023-03-01,2222514951@k,203,1,43769.0,1,1,1,1.0,esc
2023-03-01,22230011@n,208,1,35000.0,1,1,1,1.0,esc
2023-03-01,2223107161@k,203,1,44900.0,1,1,1,1.0,esc
2023-03-01,2223167266@k,129,1,32900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2223329060@k,159,1,17300.0,2,1,1,1.0111030023012408,esc
2023-03-01,2223484986@k,45,1,29900.0,4,1,1,1.033309006903723,new
2023-03-01,2223514699@k,49,1,149925.0,3,1,3,2.320933117379443,semi-VIP
2023-03-01,2223531659@k,31,2,78066.0,4,2,2,2.0222060046024817,new
2023-03-01,2223584769@k,158,1,137669.0,2,1,3,2.309830115078202,esc-VIP
2023-03-01,2223691475@k,14,1,41900.0,4,1,1,1.033309006903723,new
2023-03-01,2223818123@k,17,1,41900.0,4,1,1,1.033309006903723,new
2023-03-01,2223869732@k,37,1,37835.0,4,1,1,1.033309006903723,new
2023-03-01,22240092@n,158,1,48300.0,2,1,1,1.0111030023012408,esc
2023-03-01,2224320510@k,63,4,57101.0,3,3,2,2.3506364436115192,ROYAL
2023-03-01,2224707273@k,190,1,49169.0,1,1,1,1.0,esc
2023-03-01,2224749402@k,10,1,35900.0,4,1,1,1.033309006903723,new
2023-03-01,2224814403@k,2,1,22023.0,4,1,1,1.033309006903723,new
2023-03-01,2224835056@k,58,4,53599.0,3,3,2,2.3506364436115192,ROYAL
2023-03-01,2224936877@k,60,2,63823.0,3,2,2,2.011103002301241,new
2023-03-01,2224953830@k,3,4,152083.0,4,3,3,3.011103002301241,VIP
2023-03-01,2225038608@k,0,3,110059.0,4,3,3,3.011103002301241,VIP
2023-03-01,2225042838@k,197,1,47169.0,1,1,1,1.0,esc
2023-03-01,2225152773@k,132,1,40900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2225173981@k,149,2,63211.0,2,2,2,2.0,esc
2023-03-01,2225177911@k,205,1,113000.0,1,1,3,2.298727112776961,esc-VIP
2023-03-01,2225684331@k,206,1,44600.0,1,1,1,1.0,esc
2023-03-01,2225725006@k,37,1,39400.0,4,1,1,1.033309006903723,new
2023-03-01,2225850956@k,169,1,47247.0,1,1,1,1.0,esc
2023-03-01,2225926897@k,73,1,16500.0,3,1,1,1.022206004602482,new
2023-03-01,2226252154@k,7,4,146118.0,4,3,3,3.011103002301241,VIP
2023-03-01,2226624236@k,80,1,43723.0,3,1,1,1.022206004602482,new
2023-03-01,2226632445@k,96,2,86700.0,3,2,2,2.011103002301241,new
2023-03-01,2226852954@k,70,2,203138.0,3,2,3,2.6604665586897216,semi-VIP
2023-03-01,2227155774@k,141,2,77800.0,2,2,2,2.0,esc
2023-03-01,2227170555@k,181,1,38769.0,1,1,1,1.0,esc
2023-03-01,2227515938@k,119,1,34648.0,2,1,1,1.0111030023012408,esc
2023-03-01,2227539499@k,120,1,11539.0,2,1,1,1.0111030023012408,esc
2023-03-01,2227558814@k,28,1,40739.0,4,1,1,1.033309006903723,new
2023-03-01,2227566951@k,167,1,37800.0,1,1,1,1.0,esc
2023-03-01,2227679367@k,78,1,40400.0,3,1,1,1.022206004602482,new
2023-03-01,2227740642@k,16,1,17900.0,4,1,1,1.033309006903723,new
2023-03-01,2227785099@k,138,1,40900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2227852424@k,59,2,82870.0,3,2,2,2.011103002301241,new
2023-03-01,2228080916@k,12,1,57400.0,4,1,2,1.6826725632922035,new
2023-03-01,2228106848@k,95,1,40337.0,3,1,1,1.022206004602482,new
2023-03-01,2228275524@k,198,1,49388.0,1,1,1,1.0,esc
2023-03-01,2228540768@k,217,1,31400.0,1,1,1,1.0,esc
2023-03-01,2228544016@k,146,1,30566.0,2,1,1,1.0111030023012408,esc
2023-03-01,2228802417@k,14,1,26800.0,4,1,1,1.033309006903723,new
2023-03-01,2229057412@k,140,1,35900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2229297355@k,120,1,36900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2230087300@k,80,1,40769.0,3,1,1,1.022206004602482,new
2023-03-01,22303773@n,141,1,48800.0,2,1,1,1.0111030023012408,esc
2023-03-01,2230418173@k,77,2,145435.0,3,2,3,2.6604665586897216,semi-VIP
2023-03-01,2230428864@k,45,1,41999.0,4,1,1,1.033309006903723,new
2023-03-01,2230451785@k,61,1,30900.0,3,1,1,1.022206004602482,new
2023-03-01,2230507814@k,56,2,96751.0,3,2,2,2.011103002301241,new
2023-03-01,2230616705@k,85,2,79201.0,3,2,2,2.011103002301241,new
2023-03-01,22313556@n,125,1,40900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2231369704@k,86,1,40739.0,3,1,1,1.022206004602482,new
2023-03-01,2231530893@k,113,2,102800.0,2,2,3,2.6493635563884803,esc-VIP
2023-03-01,2231544130@k,156,1,34290.0,2,1,1,1.0111030023012408,esc
2023-03-01,2231817520@k,171,2,49200.0,1,2,1,1.3395334413102784,esc
2023-03-01,2231869395@k,160,1,113400.0,2,1,3,2.309830115078202,esc-VIP
2023-03-01,2232498401@k,116,2,52600.0,2,2,2,2.0,esc
2023-03-01,2232506739@k,190,1,37700.0,1,1,1,1.0,esc
2023-03-01,2232620423@k,202,1,38769.0,1,1,1,1.0,esc
2023-03-01,22326390@n,174,1,29614.0,1,1,1,1.0,esc
2023-03-01,2232773675@k,64,3,107860.0,3,3,3,3.0,VIP
2023-03-01,2232808928@k,11,2,92023.0,4,2,2,2.0222060046024817,new
2023-03-01,2232889923@k,14,2,77899.0,4,2,2,2.0222060046024817,new
2023-03-01,2233026738@k,196,1,17900.0,1,1,1,1.0,esc
2023-03-01,2233180409@k,36,1,28622.0,4,1,1,1.033309006903723,new
2023-03-01,2233213284@k,121,1,50500.0,2,1,1,1.0111030023012408,esc
2023-03-01,2233319215@k,120,1,39739.0,2,1,1,1.0111030023012408,esc
2023-03-01,2233649907@k,217,1,30000.0,1,1,1,1.0,esc
2023-03-01,2233837968@k,11,2,66862.0,4,2,2,2.0222060046024817,new
2023-03-01,2233945690@k,193,1,68400.0,1,1,2,1.6493635563884808,esc
2023-03-01,2234057402@k,212,1,46400.0,1,1,1,1.0,esc
2023-03-01,2234210568@k,106,2,67200.0,2,2,2,2.0,esc
2023-03-01,2234268492@k,198,1,29100.0,1,1,1,1.0,esc
2023-03-01,2234432154@k,108,2,142369.0,2,2,3,2.6493635563884803,esc-VIP
2023-03-01,2234507831@k,119,2,72210.0,2,2,2,2.0,esc
2023-03-01,2234516458@k,70,1,31400.0,3,1,1,1.022206004602482,new
2023-03-01,2234517349@k,83,1,32792.0,3,1,1,1.022206004602482,new
2023-03-01,2234529657@k,114,1,112500.0,2,1,3,2.309830115078202,esc-VIP
2023-03-01,2234627832@k,94,1,14900.0,3,1,1,1.022206004602482,new
2023-03-01,2234657597@k,180,1,35835.0,1,1,1,1.0,esc
2023-03-01,22347021@n,34,1,9900.0,4,1,1,1.033309006903723,new
2023-03-01,2234911609@k,112,2,63971.0,2,2,2,2.0,esc
2023-03-01,2234949954@k,205,1,33000.0,1,1,1,1.0,esc
2023-03-01,2235573262@k,81,1,34981.0,3,1,1,1.022206004602482,new
2023-03-01,2235592336@k,133,1,39900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2235734823@k,58,2,67617.0,3,2,2,2.011103002301241,new
2023-03-01,2235759881@k,64,1,59220.0,3,1,2,1.6715695609909627,new
2023-03-01,2235760373@k,189,1,40769.0,1,1,1,1.0,esc
2023-03-01,2235925070@k,183,1,38769.0,1,1,1,1.0,esc
2023-03-01,2235961347@k,18,1,21969.0,4,1,1,1.033309006903723,new
2023-03-01,2235962990@k,28,2,74269.0,4,2,2,2.0222060046024817,new
2023-03-01,2235990265@k,114,1,23800.0,2,1,1,1.0111030023012408,esc
2023-03-01,2236061165@k,77,1,31439.0,3,1,1,1.022206004602482,new
2023-03-01,2236216461@k,31,1,39400.0,4,1,1,1.033309006903723,new
2023-03-01,22364953@n,34,1,46200.0,4,1,1,1.033309006903723,new
2023-03-01,2236538002@k,7,1,14900.0,4,1,1,1.033309006903723,new
2023-03-01,2236635650@k,23,2,104900.0,4,2,3,2.6715695609909624,semi-VIP
2023-03-01,2236957103@k,15,3,106000.0,4,3,3,3.011103002301241,VIP
2023-03-01,2237069416@k,114,1,35900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2237156987@k,84,1,40793.0,3,1,1,1.022206004602482,new
2023-03-01,2237170148@k,76,1,32270.0,3,1,1,1.022206004602482,new
2023-03-01,2237172404@k,28,1,48639.0,4,1,1,1.033309006903723,new
2023-03-01,2237920091@k,169,1,38769.0,1,1,1,1.0,esc
2023-03-01,22380565@n,95,1,13900.0,3,1,1,1.022206004602482,new
2023-03-01,2238096751@k,0,2,67466.0,4,2,2,2.0222060046024817,new
2023-03-01,2238114062@k,120,1,35000.0,2,1,1,1.0111030023012408,esc
2023-03-01,2238207126@k,90,1,40691.0,3,1,1,1.022206004602482,new
2023-03-01,2238341155@k,155,1,14900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2238341718@k,209,1,28993.0,1,1,1,1.0,esc
2023-03-01,2238369780@k,77,2,62827.0,3,2,2,2.011103002301241,new
2023-03-01,2238406037@k,14,1,23100.0,4,1,1,1.033309006903723,new
2023-03-01,2238477849@k,205,1,111869.0,1,1,3,2.298727112776961,esc-VIP
2023-03-01,2238844134@k,166,1,10823.0,1,1,1,1.0,esc
2023-03-01,22392131@n,168,2,176400.0,1,2,3,2.6382605540872395,esc-VIP
2023-03-01,22395961@n,73,1,31398.0,3,1,1,1.022206004602482,new
2023-03-01,2239726746@k,119,1,48700.0,2,1,1,1.0111030023012408,esc
2023-03-01,2239866043@k,36,1,36179.0,4,1,1,1.033309006903723,new
2023-03-01,2239967124@k,103,1,11900.0,2,1,1,1.0111030023012408,esc
2023-03-01,22399829@n,87,1,41900.0,3,1,1,1.022206004602482,new
2023-03-01,2240067432@k,15,2,84923.0,4,2,2,2.0222060046024817,new
2023-03-01,2240418085@k,134,1,40900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2240550898@k,114,1,36000.0,2,1,1,1.0111030023012408,esc
2023-03-01,2240596354@k,65,1,30400.0,3,1,1,1.022206004602482,new
2023-03-01,2240894854@k,140,1,40900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2240929516@k,106,1,35900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2241203175@k,217,1,42089.0,1,1,1,1.0,esc
2023-03-01,2241233689@k,141,1,14900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2241381693@k,7,3,95120.0,4,3,2,2.36173944591276,ROYAL
2023-03-01,2242192325@k,147,1,59800.0,2,1,2,1.6604665586897216,esc
2023-03-01,2242420782@k,169,1,37710.0,1,1,1,1.0,esc
2023-03-01,2242424696@k,26,1,54300.0,4,1,2,1.6826725632922035,new
2023-03-01,2242466718@k,91,1,40900.0,3,1,1,1.022206004602482,new
2023-03-01,2242467979@k,74,1,47769.0,3,1,1,1.022206004602482,new
2023-03-01,22425206@n,109,4,211488.0,2,3,3,2.9888969976987587,esc-VIP
2023-03-01,2242530952@k,184,2,64823.0,1,2,2,1.988896997698759,esc
2023-03-01,2242622299@k,103,1,40900.0,2,1,1,1.0111030023012408,esc
2023-03-01,2242689699@k,177,1,39900.0,1,1,1,1.0,esc
2023-03-01,2242832929@k,6,3,37150.0,4,3,1,1.7123758895242798,ROYAL
2023-03-01,2242996789@k,53,2,72689.0,3,2,2,2.011103002301241,new
2023-03-01,2243005496@k,216,1,34000.0,1,1,1,1.0,esc
2023-03-01,22431899@n,182,1,38800.0,1,1,1,1.0,esc
2023-03-01,2243247735@k,157,1,49999.0,2,1,1,1.0111030023012408,esc
2023-03-01,2243499934@k,27,1,23639.0,4,1,1,1.033309006903723,new
2023-03-01,2243611422@k,68,1,32300.0,3,1,1,1.022206004602482,new
2023-03-01,2243657299@k,45,1,53633.0,4,1,2,1.6826725632922035,new
2023-03-01,2243686613@k,59,1,39893.0,3,1,1,1.022206004602482,new
2023-03-01,2243778486@k,31,2,96021.0,4,2,2,2.0222060046024817,new
2023-03-01,2243852184@k,113,2,146259.0,2,2,3,2.6493635563884803,esc-VIP
2023-03-01,2243977943@k,218,1,17400.0,1,1,1,1.0,esc
2023-03-01,2244435643@k,59,1,31300.0,3,1,1,1.022206004602482,new
2023-03-01,2244579933@k,62,1,30900.0,3,1,1,1.022206004602482,new
2023-03-01,2244706976@k,70,1,28398.0,3,1,1,1.022206004602482,new
2023-03-01,2244853718@k,171,1,138600.0,1,1,3,2.298727112776961,esc-VIP
2023-03-01,2245135383@k,64,1,32239.0,3,1,1,1.022206004602482,new
2023-03-01,2245213293@k,205,2,150198.0,1,2,3,2.6382605540872395,esc-VIP
2023-03-01,2245217169@k,13,1,32998.0,4,1,1,1.033309006903723,new
2023-03-01,2245313576@g,37,1,75700.0,4,1,2,1.6826725632922035,new
2023-03-01,2245496414@k,119,1,12700.0,2,1,1,1.0111030023012408,esc
2023-03-01,2245513801@k,35,1,25800.0,4,1,1,1.033309006903723,new
2023-03-01,2245673200@k,10,4,158517.0,4,3,3,3.011103002301241,VIP
2023-03-01,2245732529@g,81,1,29400.0,3,1,1,1.022206004602482,new
2023-03-01,2246045083@k,74,1,32269.0,3,1,1,1.022206004602482,new
2023-03-01,2246215469@k,86,2,83700.0,3,2,2,2.011103002301241,new
2023-03-01,2246462547@k,124,2,80761.0,2,2,2,2.0,esc
2023-03-01,2246600893@k,159,1,28800.0,2,1,1,1.0111030023012408,esc
2023-03-01,22469506@n,143,2,40891.0,2,2,1,1.3506364436115192,esc
2023-03-01,2247221653@k,72,1,30769.0,3,1,1,1.022206004602482,new
2023-03-01,2247300872@k,76,1,32269.0,3,1,1,1.022206004602482,new
2023-03-01,2247448791@k,126,1,47300.0,2,1,1,1.0111030023012408,esc
2023-03-01,2247753116@k,66,1,25400.0,3,1,1,1.022206004602482,new
2023-03-01,2247845351@k,215,1,33200.0,1,1,1,1.0,esc
2023-03-01,2247995024@k,153,1,36900.0,2,1,1,1.0111030023012408,esc
